,weight,total_gross_income,pitax,table_row
3091,10.0,648245.6344216932,64824.56344216932,27
11031,10.0,648443.1596231449,64844.31596231449,27
3420,10.0,648743.6680492846,64874.36680492846,27
2926,10.0,648760.5505451353,64876.055054513534,27
5926,10.0,649452.732875008,64945.27328750081,27
3027,10.0,649601.2988384928,64960.12988384929,27
7212,10.0,649949.0782530142,64994.90782530143,27
2354,10.0,650242.8336808141,65024.283368081415,27
2912,10.0,650247.8984295691,65024.78984295691,27
19014,10.0,650622.6898374513,65062.26898374513,27
4868,10.0,650911.3805164959,65091.13805164959,27
2764,10.0,651122.4117146279,65112.24117146279,27
3200,10.0,651357.0784069505,65135.707840695046,27
2564,10.0,651520.838616701,65152.0838616701,27
2395,10.0,651539.4093621366,65153.940936213665,27
6973,10.0,651618.7570926342,65161.875709263426,27
2494,10.0,651964.8482575703,65196.484825757034,27
12197,10.0,652039.131239313,65203.91312393131,27
10092,10.0,652077.9609797691,65207.79609797691,27
5474,10.0,652145.4909631715,65214.54909631715,27
13481,10.0,652157.308710267,65215.730871026695,27
2653,10.0,652346.392663793,65234.63926637931,27
11376,10.0,652420.6756455355,65242.06756455355,27
13549,10.0,652586.1241048711,65258.61241048711,27
10917,10.0,652636.7715924226,65263.67715924227,27
2874,10.0,653094.2872299729,65309.42872299729,27
4664,10.0,653352.5894164863,65335.25894164864,27
2608,10.0,653629.4623484353,65362.94623484353,27
7323,10.0,653757.7693168995,65375.77693168995,27
4837,10.0,653897.894032459,65389.7894032459,28
2986,10.0,654183.2082123335,65418.320821233356,28
14628,10.0,654270.9971907565,65427.099719075646,28
2460,10.0,654277.7501890967,65427.77501890967,28
14336,10.0,654373.9804154447,65437.398041544475,28
3499,10.0,654942.9205256086,65494.292052560864,28
19541,10.0,654959.8030214591,65495.980302145916,28
15633,10.0,655118.4984824542,65511.84984824542,28
14585,10.0,655155.6399733257,65515.56399733257,28
11039,10.0,655155.6399733257,65515.56399733257,28
22958,10.0,655157.3282229104,65515.732822291044,28
4484,10.0,655175.8989683462,65517.58989683462,28
17842,10.0,655175.8989683462,65517.58989683462,28
11024,10.0,655175.8989683462,65517.58989683462,28
8735,10.0,655180.9637171013,65518.096371710126,28
2805,10.0,655192.7814641966,65519.27814641967,28
19703,10.0,655378.4889185529,65537.84889185529,28
4980,10.0,655378.4889185529,65537.84889185529,28
2666,10.0,655397.0596639884,65539.70596639885,28
4831,10.0,655398.7479135735,65539.87479135736,28
2561,10.0,655446.0189019551,65544.60189019551,28
2544,10.0,655479.7838936562,65547.97838936563,28
2739,10.0,655604.7143629504,65560.47143629505,28
20955,10.0,656155.0837276784,65615.50837276784,28
2816,10.0,656453.903904233,65645.3903904233,28
8791,10.0,656848.9543071361,65684.89543071362,28
2832,10.0,656972.1965268452,65697.21965268452,28
5016,10.0,657141.0214853508,65714.10214853508,28
22192,10.0,657189.9807233175,65718.99807233176,28
6066,10.0,657316.5994421965,65731.65994421965,28
14688,10.0,657360.4939314082,65736.04939314081,28
6690,10.0,657455.0359081711,65745.50359081711,28
3013,10.0,657645.8081112822,65764.58081112822,28
21702,10.0,658066.1822579611,65806.61822579612,28
16718,10.0,658165.7889834795,65816.57889834796,28
2372,10.0,658287.3429536034,65828.73429536034,28
2746,10.0,658310.9784477943,65831.09784477943,28
13441,10.0,658518.633146756,65851.8633146756,28
2641,10.0,658721.2230969628,65872.12230969628,28
2331,10.0,658863.0360621073,65886.30360621073,28
2672,10.0,658957.5780388705,65895.75780388706,28
12213,10.0,659036.925769368,65903.6925769368,28
11878,10.0,659045.3670172933,65904.53670172933,28
2916,10.0,659119.6499990356,65911.96499990356,28
2960,10.0,659357.6931905288,65935.76931905288,28
6172,10.0,659430.2879226862,65943.02879226863,28
3015,10.0,659491.0649077481,65949.10649077482,28
7691,10.0,659717.2903521456,65971.72903521456,28
15676,10.0,660007.6692807751,66000.76692807752,28
2556,10.0,660026.2400262108,66002.62400262109,28
2614,10.0,660061.693267497,66006.1693267497,28
3445,10.0,660100.5230079531,66010.05230079532,28
4397,10.0,660146.1057467496,66014.61057467495,28
8395,10.0,660309.8659565002,66030.98659565001,28
14759,10.0,660858.5470716432,66085.85470716433,28
5873,10.0,661199.5734878244,66119.95734878244,28
10165,10.0,661209.7029853344,66120.97029853344,28
8839,10.0,661226.5854811852,66122.65854811853,28
5289,10.0,661243.4679770357,66124.34679770358,28
20378,10.0,661307.6214612678,66130.76214612678,28
16593,10.0,661586.1826428018,66158.61826428019,28
5296,10.0,661604.7533882377,66160.47533882377,28
2420,10.0,661625.0123832584,66162.50123832584,28
2652,10.0,661756.6958508925,66175.66958508926,28
2989,10.0,661814.0963367844,66181.40963367844,28
6808,10.0,661971.1035481945,66197.11035481945,28
7675,10.0,662175.3817479863,66217.53817479864,28
18017,10.0,662516.4081641675,66251.64081641675,28
14162,10.0,662914.8350662406,66291.48350662406,28
16870,10.0,662999.2475454935,66299.92475454936,28
3456,10.0,663060.0245305554,66306.00245305554,28
14949,10.0,663139.372261053,66313.93722610529,28
10862,10.0,663259.237981592,66325.9237981592,28
20443,10.0,663409.4921946619,66340.94921946619,28
3023,10.0,663498.9694226696,66349.89694226696,28
12583,10.0,663731.9478654077,66373.19478654076,28
19481,10.0,663900.7728239129,66390.0772823913,28
3836,10.0,664110.1157724598,66411.01157724598,28
21716,10.0,664280.6289805504,66428.06289805505,28
2462,10.0,664414.0006977699,66441.400069777,28
2456,10.0,664555.8136629147,66455.58136629147,28
3668,10.0,664687.4971305489,66468.7497130549,28
3096,10.0,664967.7465616682,66496.77465616683,28
18683,10.0,665015.0175500496,66501.50175500497,28
17645,10.0,665136.5715201738,66513.65715201739,28
13330,10.0,665447.2094438239,66544.7209443824,28
2649,10.0,665529.9336734917,66552.99336734918,28
15846,10.0,666132.6387753566,66613.26387753566,28
2448,10.0,666404.4469585504,66640.44469585504,28
6052,10.0,666590.1544129065,66659.01544129066,28
5405,10.0,666804.5621102086,66680.45621102086,28
3026,10.0,667047.6700504564,66704.76700504565,28
14872,10.0,667609.8571622799,66760.985716228,28
2333,10.0,667945.8188297062,66794.58188297063,28
11926,10.0,668237.8860079207,66823.78860079208,28
2685,10.0,668244.639006261,66824.4639006261,28
6637,10.0,668246.327255846,66824.6327255846,28
6727,10.0,668546.8356819861,66854.68356819861,28
4550,10.0,668570.4711761766,66857.04711761767,28
4990,10.0,668570.4711761766,66857.04711761767,28
9781,10.0,668570.4711761766,66857.04711761767,28
3598,10.0,668923.3153394532,66892.33153394533,28
10502,10.0,668931.7565873786,66893.17565873786,28
9290,10.0,668992.5335724404,66899.25335724404,28
13660,10.0,669198.5000218173,66919.85000218173,28
3067,10.0,669289.6654994104,66928.96654994103,28
20852,10.0,669738.7398890349,66973.87398890349,28
3138,10.0,669769.1283815661,66976.91283815661,28
2532,10.0,669796.1403749269,66979.61403749269,28
2673,10.0,669858.6056095741,66985.86056095742,28
14678,10.0,669904.1883483705,66990.41883483705,28
2836,10.0,670061.1955597807,67006.11955597808,28
2580,10.0,670073.0133068762,67007.30133068762,28
15227,10.0,670235.0852670412,67023.50852670413,28
4093,10.0,670246.9030141367,67024.69030141368,28
2615,10.0,670441.0517164181,67044.10517164182,28
13373,10.0,670574.4234336377,67057.44234336377,28
3008,10.0,670594.6824286581,67059.46824286581,28
2504,10.0,670869.8671110222,67086.98671110223,28
16678,10.0,671396.6009815596,67139.66009815596,28
3535,10.0,671524.9079500239,67152.49079500239,28
11245,10.0,671822.0398769934,67182.20398769934,28
11197,10.0,671879.4403628854,67187.94403628854,28
2621,10.0,672181.6370386103,67218.16370386104,28
10729,10.0,672559.8049456629,67255.98049456629,28
18116,10.0,672595.258186949,67259.52581869489,28
7041,10.0,672595.258186949,67259.52581869489,28
11325,10.0,672909.2726097693,67290.92726097693,28
6203,10.0,673084.850566615,67308.4850566615,28
13695,10.0,673137.1863037519,67313.7186303752,28
13064,10.0,673165.8865466979,67316.5886546698,28
2337,10.0,673196.2750392287,67319.62750392288,28
2643,10.0,673218.2222838345,67321.82222838345,28
3089,10.0,673336.3997547884,67333.63997547884,28
17603,10.0,673463.0184736673,67346.30184736673,28
3812,10.0,673787.1623939981,67378.71623939982,28
22751,10.0,674057.2823276072,67405.72823276072,28
10228,10.0,674899.7188705498,67489.97188705498,28
15837,10.0,674899.7188705498,67489.97188705498,28
14317,10.0,675021.2728406737,67502.12728406738,28
7286,10.0,675131.0090637024,67513.10090637025,28
20117,10.0,675299.834022208,67529.98340222081,28
3209,10.0,675650.9899358995,67565.09899358996,28
3523,10.0,675711.7669209616,67571.17669209615,28
12250,10.0,675713.4551705467,67571.34551705467,28
19910,10.0,675948.1218628695,67594.81218628694,28
5651,10.0,676113.5703222047,67611.35703222048,28
12552,10.0,676316.1602724114,67631.61602724115,28
2431,10.0,676701.0811778042,67670.10811778042,28
16603,10.0,677362.8750151457,67736.28750151458,28
5317,10.0,677621.1772016593,67762.11772016593,28
2546,10.0,677818.7024031108,67781.87024031108,28
2875,10.0,678124.2755780059,67812.42755780059,28
23047,10.0,678227.2588026943,67822.72588026943,28
7205,10.0,678304.9182836069,67830.4918283607,28
5812,10.0,678315.0477811171,67831.50477811172,28
7546,10.0,678534.5202271743,67853.45202271744,28
3801,10.0,678684.7744402444,67868.47744402445,28
3489,10.0,678765.8104203269,67876.58104203269,28
23021,10.0,678850.2228995797,67885.02228995797,28
20546,10.0,679685.9064441823,67968.59064441823,28
12349,10.0,679993.1678686622,67999.31678686621,28
2588,10.0,680114.7218387864,68011.47218387864,28
7524,10.0,680281.8585477069,68028.1858547707,28
19796,10.0,680438.8657591171,68043.8865759117,28
19070,10.0,680442.242258287,68044.22422582872,28
2802,10.0,680442.2422582872,68044.22422582872,28
2336,10.0,680445.6187574572,68044.56187574573,28
6148,10.0,680518.2134896145,68051.82134896146,28
22063,10.0,680862.6164049659,68086.2616404966,28
2578,10.0,680975.7291271645,68097.57291271645,28
2602,10.0,681200.2663219769,68120.0266321977,28
2648,10.0,681330.2615400264,68133.02615400264,28
10622,10.0,681364.0265317274,68136.40265317274,28
10062,10.0,681380.9090275781,68138.09090275782,28
4832,10.0,681634.1464653362,68163.41464653362,28
2745,10.0,681635.8347149214,68163.58347149215,28
21953,10.0,682120.3623458322,68212.03623458323,28
3195,10.0,682225.0338201055,68222.50338201055,28
2362,10.0,682275.6813076573,68227.56813076574,28
13090,10.0,682366.8467852505,68236.68467852505,28
2905,10.0,682512.0362495653,68251.20362495653,28
4239,10.0,682680.8612080705,68268.08612080706,28
5253,10.0,682939.1633945842,68293.91633945842,28
14563,10.0,682974.6166358704,68297.46166358705,28
3989,10.0,683420.3145263249,68342.0314526325,28
17539,10.0,683481.091511387,68348.1091511387,28
4570,10.0,683487.844509727,68348.7844509727,28
16582,10.0,683722.5112020499,68372.251120205,28
3002,10.0,684088.8613620071,68408.88613620072,28
3863,10.0,684450.1467732086,68445.01467732087,28
8899,10.0,685095.0581147001,68509.50581147002,28
13620,10.0,685238.5593294295,68523.85593294296,28
19974,10.0,685245.3123277702,68524.53123277702,28
2884,10.0,685309.4658120021,68530.94658120022,28
2594,10.0,685631.9214827478,68563.19214827479,28
13288,10.0,685819.3171866889,68581.93171866889,28
2728,10.0,685925.6769105473,68592.56769105473,28
23043,10.0,685989.8303947794,68598.98303947794,28
6888,10.0,686010.0893898001,68601.00893898001,28
2957,10.0,686010.0893898001,68601.00893898001,28
16136,10.0,686070.866374862,68607.08663748621,28
5355,10.0,686145.1493566044,68614.51493566045,28
2379,10.0,686197.4850937413,68619.74850937414,28
2703,10.0,686210.9910904219,68621.09910904219,28
2377,10.0,686381.5042985125,68638.15042985124,28
17965,10.0,686454.0990306698,68645.40990306697,28
2385,10.0,686462.5402785949,68646.2540278595,28
7824,10.0,686486.1757727858,68648.61757727858,28
15477,10.0,686638.1182354408,68663.81182354408,28
5360,10.0,686665.1302288017,68666.51302288017,28
2868,10.0,686813.6961922866,68681.36961922866,28
12262,10.0,686832.2669377222,68683.22669377223,28
3745,10.0,686997.7153970577,68699.77153970578,28
9162,10.0,687269.5235802518,68726.95235802518,28
3761,10.0,687718.5979698763,68771.85979698763,28
4795,10.0,687752.3629615776,68775.23629615776,28
4018,10.0,688034.3006422819,68803.43006422819,28
3825,10.0,688047.8066389621,68804.78066389622,28
7275,10.0,688133.9073678001,68813.39073678001,28
19626,10.0,688236.8905924885,68823.68905924885,28
2664,10.0,688412.4685493341,68841.24685493342,28
7328,10.0,688555.969764064,68855.59697640639,28
23134,10.0,688598.1760036901,68859.81760036902,28
13426,10.0,688805.830702652,68880.5830702652,28
4557,10.0,688814.2719505773,68881.42719505772,28
2562,10.0,689091.1448825265,68909.11448825266,28
2833,10.0,689108.027378377,68910.8027378377,28
2823,10.0,689249.8403435218,68924.98403435218,28
14783,10.0,689320.7468260939,68932.0746826094,28
12695,10.0,689562.166516757,68956.2166516757,28
13295,10.0,689619.5670026488,68961.95670026488,28
3071,10.0,689648.2672455949,68964.82672455949,28
2813,10.0,689758.0034686233,68975.80034686234,28
6118,10.0,689791.7684603246,68979.17684603247,29
14209,10.0,689896.4399345979,68989.6439934598,29
18626,10.0,690147.9891227713,69014.79891227714,29
6993,10.0,690281.3608399905,69028.13608399905,29
3623,10.0,690340.4495754675,69034.04495754675,29
2906,10.0,690360.7085704881,69036.07085704882,29
19246,10.0,690406.2913092849,69040.62913092849,29
6631,10.0,690406.2913092849,69040.62913092849,29
2632,10.0,690453.5622976663,69045.35622976664,29
4884,10.0,690509.2745339731,69050.92745339731,29
2694,10.0,690615.6342578316,69061.56342578317,29
2408,10.0,690895.8836889508,69089.58836889509,29
18558,10.0,690931.3369302369,69093.13369302369,29
3161,10.0,691128.8621316885,69112.88621316885,29
6083,10.0,691258.8573497377,69125.88573497377,29
4442,10.0,691279.1163447584,69127.91163447585,29
2812,10.0,691425.9940586584,69142.59940586584,29
2581,10.0,691478.3297957949,69147.8329795795,29
3359,10.0,691844.679955752,69184.4679955752,29
4108,10.0,692168.8238760828,69216.88238760828,29
21109,10.0,692489.5912972431,69248.95912972432,29
2953,10.0,692742.8287350016,69274.28287350017,29
2686,10.0,692925.1596901875,69292.51596901876,29
7593,10.0,693026.454665291,69302.64546652911,29
4423,10.0,693110.8671445437,69311.08671445437,29
2617,10.0,693139.5673874897,69313.95673874898,29
2388,10.0,693460.3348086502,69346.03348086502,29
20481,10.0,693565.0062829235,69356.50062829236,29
9505,10.0,693716.9487455786,69371.69487455787,29
7800,10.0,693769.2844827153,69376.92844827153,29
6362,10.0,693970.1861833369,69397.01861833369,29
7321,10.0,694010.7041733783,69401.07041733783,29
5192,10.0,694090.051903876,69409.0051903876,29
2352,10.0,694093.428403046,69409.3428403046,29
2827,10.0,694559.3852885212,69455.93852885212,29
20566,10.0,694647.174266944,69464.7174266944,29
2503,10.0,694821.063974205,69482.1063974205,29
3189,10.0,695018.5891756563,69501.85891756564,29
6538,10.0,695123.2606499299,69512.32606499299,29
2414,10.0,695290.3973588503,69529.03973588505,29
2783,10.0,695295.4621076055,69529.54621076056,29
18366,10.0,695455.845818186,69545.58458181859,29
2683,10.0,695741.1599980601,69574.11599980602,29
21182,10.0,695781.6779881015,69578.16779881016,29
2691,10.0,695835.7019748233,69583.57019748233,29
9037,10.0,696016.3446804244,69601.63446804245,29
3517,10.0,696153.0928968135,69615.30928968136,29
18474,10.0,696281.3998652778,69628.13998652778,29
22210,10.0,696288.1528636181,69628.81528636182,29
8805,10.0,696321.9178553192,69632.19178553192,29
9181,10.0,696743.980251583,69674.39802515831,29
10907,10.0,696867.2224712922,69686.72224712923,29
14909,10.0,696946.5702017897,69694.65702017897,29
19963,10.0,696965.1409472255,69696.51409472256,29
2528,10.0,697485.1218194226,69748.51218194226,29
2946,10.0,697603.2992903764,69760.32992903765,29
12794,10.0,697665.7645250236,69766.57645250237,29
2731,10.0,697746.8005051062,69774.68005051062,29
4680,10.0,697986.5319461842,69798.65319461843,29
2993,10.0,698011.8556899597,69801.18556899598,29
3009,10.0,698182.3688980503,69818.23688980503,29
14033,10.0,698283.6638731537,69828.36638731537,29
8516,10.0,698469.37132751,69846.937132751,29
15947,10.0,698543.6543092523,69854.36543092523,29
2821,10.0,698572.3545521982,69857.23545521982,29
3365,10.0,698636.5080364306,69863.65080364306,29
7399,10.0,698962.3402063459,69896.2340206346,29
12196,10.0,699056.8821831093,69905.68821831093,29
7049,10.0,699536.3450652652,69953.63450652652,29
20912,10.0,699583.6160536465,69958.36160536465,29
2467,10.0,699754.1292617372,69975.41292617373,29
7390,10.0,699921.2659706577,69992.12659706577,29
3875,10.0,700085.0261804081,70008.50261804082,29
3146,10.0,700272.4218843492,70027.24218843492,29
19811,10.0,700375.4051090378,70037.54051090378,29
2376,10.0,701106.4171793667,70110.64171793667,29
2864,10.0,701177.3236619391,70117.73236619392,29
8647,10.0,701425.4963509422,70142.54963509423,29
18621,10.0,701427.184600527,70142.71846005271,29
2807,10.0,701444.0670963777,70144.40670963777,29
22944,10.0,701705.7457820614,70170.57457820614,29
3314,10.0,701712.4987804017,70171.24987804017,29
2444,10.0,702332.086378117,70233.2086378117,29
3088,10.0,702468.8345945063,70246.88345945063,29
14598,10.0,702787.913766082,70278.7913766082,29
6414,10.0,703307.8946382791,70330.78946382791,29
3311,10.0,703393.9953671168,70339.39953671167,29
4316,10.0,703483.4725951247,70348.34725951248,29
2453,10.0,703485.1608447097,70348.51608447098,29
8328,10.0,703605.0265652487,70360.50265652487,29
2709,10.0,703767.0985254142,70376.70985254143,29
16013,10.0,704057.4774540437,70405.74774540437,29
4506,10.0,704138.5134341262,70413.85134341262,29
2570,10.0,704270.1969017609,70427.0196901761,29
3102,10.0,704332.6621364077,70433.26621364077,29
7234,10.0,704400.19211981,70440.01921198101,29
21559,10.0,704763.1657805969,70476.31657805969,29
9580,10.0,704796.930772298,70479.69307722981,29
9813,10.0,704884.7197507209,70488.4719750721,29
11067,10.0,704997.8324729196,70499.78324729197,29
2611,10.0,705122.7629422137,70512.27629422137,29
18068,10.0,705193.669424786,70519.3669424786,29
2521,10.0,705673.1323069418,70567.31323069418,29
4074,10.0,706049.6119644091,70604.96119644091,29
3034,10.0,706213.3721741595,70621.33721741594,29
4014,10.0,706356.8733888892,70635.68733888892,29
18851,10.0,706387.2618814203,70638.72618814203,29
2715,10.0,706534.1395953201,70653.41395953202,29
3019,10.0,706824.5185239495,70682.45185239495,29
15050,10.0,706826.2067735346,70682.62067735346,29
3496,10.0,707406.9646307939,70740.6964630794,29
6494,10.0,707430.6001249845,70743.06001249845,29
2848,10.0,707509.9478554821,70750.99478554822,29
4793,10.0,707808.7680320371,70780.8768032037,29
21758,10.0,708190.3124382596,70819.03124382596,29
2523,10.0,708237.5834266413,70823.75834266414,29
3135,10.0,708772.7585451038,70877.27585451039,29
18257,10.0,709064.8257233184,70906.48257233184,29
2458,10.0,709169.4971975916,70916.94971975916,29
2893,10.0,709199.885690123,70919.9885690123,29
21004,10.0,709490.2646187523,70949.02646187523,29
5191,10.0,709540.912106304,70954.0912106304,29
2573,10.0,710060.8929785009,71006.08929785009,29
2769,10.0,710368.1544029813,71036.81544029813,29
2407,10.0,710570.744353188,71057.0744353188,29
2428,10.0,710665.2863299509,71066.52863299509,29
7273,10.0,710675.4158274613,71067.54158274613,29
3098,10.0,710710.8690687477,71071.08690687477,29
7704,10.0,710867.8762801575,71086.78762801575,29
3226,10.0,710905.0177710288,71090.50177710288,29
21389,10.0,710974.2360040162,71097.42360040163,29
3059,10.0,711067.0897311942,71106.70897311943,29
11262,10.0,711497.5933753833,71149.75933753833,29
17456,10.0,711548.240862935,71154.8240862935,29
2936,10.0,712012.5094988253,71201.25094988254,29
15686,10.0,712156.0107135548,71215.60107135549,29
3156,10.0,712181.334457331,71218.1334457331,29
4652,10.0,712198.2169531812,71219.82169531813,29
2483,10.0,712383.9244075374,71238.39244075374,29
3378,10.0,712616.9028502753,71261.69028502754,29
17529,10.0,712709.7565774532,71270.97565774532,29
4956,10.0,713248.3081950858,71324.83081950858,29
3025,10.0,713420.5096527616,71342.05096527617,29
10592,10.0,713611.2818558728,71361.12818558728,29
3751,10.0,714087.3682388585,71408.73682388586,29
22915,10.0,714327.0996799364,71432.70996799365,29
4246,10.0,714450.3418996455,71445.03418996456,29
2343,10.0,714603.9726118856,71460.39726118857,29
4146,10.0,714676.5673440428,71467.65673440429,29
2995,10.0,714818.3803091876,71481.83803091876,29
3319,10.0,714901.1045388553,71490.11045388553,29
7625,10.0,714934.8695305563,71493.48695305563,29
14686,10.0,715108.7592378173,71510.87592378171,29
2600,10.0,715451.4739035834,71545.14739035834,29
2447,10.0,715667.5698504706,71566.75698504706,29
2740,10.0,715912.3660403035,71591.23660403035,29
22881,10.0,716091.3204963194,71609.13204963195,29
5251,10.0,716219.6274647837,71621.96274647837,29
3807,10.0,716569.09512889,71656.909512889,29
3726,10.0,716824.0208162337,71682.40208162337,29
8322,10.0,716824.0208162337,71682.40208162337,29
19619,10.0,716840.9033120839,71684.0903312084,29
5987,10.0,716844.2798112544,71684.42798112544,29
3434,10.0,716844.2798112544,71684.42798112544,29
2575,10.0,716844.2798112544,71684.42798112544,29
17528,10.0,716844.2798112544,71684.42798112544,29
18822,10.0,716844.2798112544,71684.42798112544,29
13768,10.0,716844.2798112544,71684.42798112544,29
10164,10.0,716844.2798112544,71684.42798112544,29
4453,10.0,716862.8505566898,71686.28505566898,29
3115,10.0,716911.8097946565,71691.18097946564,29
5885,10.0,716986.0927763989,71698.60927763989,29
21298,10.0,717046.8697614608,71704.68697614608,29
19920,10.0,717067.1287564816,71706.71287564815,29
2339,10.0,717124.5292423734,71712.45292423734,29
13659,10.0,717178.5532290952,71717.85532290953,29
17786,10.0,717229.2007166467,71722.92007166467,29
6790,10.0,717257.9009595929,71725.7900959593,29
23128,10.0,717279.8482041985,71727.98482041985,29
7781,10.0,717526.3326436165,71752.63326436165,29
14752,10.0,717600.6156253589,71760.06156253589,29
15271,10.0,717639.4453658154,71763.94453658155,29
3678,10.0,717776.1935822048,71777.61935822047,29
7756,10.0,718338.3806940283,71833.83806940283,29
2589,10.0,718429.5461716212,71842.95461716212,29
20551,10.0,718485.2584079279,71848.52584079279,29
20593,10.0,718606.8123780522,71860.68123780521,29
2825,10.0,718704.7308539854,71870.47308539854,29
3587,10.0,719172.3759890458,71917.23759890458,29
4779,10.0,719194.3232336513,71919.43232336514,29
2991,10.0,719211.2057295021,71921.12057295021,29
5717,10.0,719317.5654533603,71931.75654533603,29
4543,10.0,719408.7309309535,71940.87309309536,29
4188,10.0,719589.3736365546,71958.93736365547,29
17677,10.0,719636.644624936,71963.6644624936,29
2966,10.0,719677.1626149775,71967.71626149774,29
2356,10.0,719802.0930842715,71980.20930842716,29
2754,10.0,719827.4168280474,71982.74168280474,29
5845,10.0,719886.5055635242,71988.65055635243,29
5436,10.0,719903.388059375,71990.3388059375,29
3045,10.0,719948.9707981711,71994.89707981712,29
3888,10.0,719977.6710411172,71997.76710411171,29
3040,10.0,719989.4887882128,71998.94887882128,29
14734,10.0,720382.8509415305,72038.28509415306,29
7429,10.0,720531.4169050157,72053.14169050158,29
20155,10.0,720916.3378104079,72091.63378104079,29
2342,10.0,720975.4265458852,72097.54265458851,29
2529,10.0,721215.1579869629,72121.5157986963,29
2865,10.0,721645.6616311522,72164.56616311522,29
22004,10.0,721684.4913716086,72168.44913716086,29
2852,10.0,721968.1173018976,72196.81173018976,29
3299,10.0,721979.935048993,72197.9935048993,29
2633,10.0,722084.6065232663,72208.46065232663,29
3803,10.0,722128.5010124781,72212.85010124782,29
20169,10.0,722148.7600074987,72214.87600074986,29
2364,10.0,722234.8607363364,72223.48607363364,29
3352,10.0,722359.7912056305,72235.97912056306,29
2766,10.0,722729.5178647575,72272.95178647575,29
19732,10.0,722802.1125969151,72280.21125969151,29
5653,10.0,722900.0310728482,72290.00310728482,29
4250,10.0,722921.9783174541,72292.19783174542,29
3749,10.0,722996.2612991966,72299.62612991966,29
13691,10.0,723006.3907967069,72300.6390796707,29
16687,10.0,723111.0622709802,72311.10622709802,29
2486,10.0,723122.8800180757,72312.28800180757,29
3218,10.0,723217.4219948387,72321.74219948388,29
11860,10.0,723529.748168074,72352.9748168074,29
5076,10.0,723610.7841481568,72361.07841481568,29
2498,10.0,723818.4388471185,72381.84388471185,29
3006,10.0,723921.4220718069,72392.14220718069,29
2569,10.0,723926.4868205622,72392.64868205621,29
3716,10.0,723928.1750701473,72392.81750701473,29
20351,10.0,724282.7074830089,72428.27074830089,29
3405,10.0,724351.925715996,72435.1925715996,30
2943,10.0,724441.4029440038,72444.14029440038,30
2767,10.0,724463.3501886098,72446.33501886098,30
2705,10.0,724481.9209340453,72448.19209340453,30
2514,10.0,724569.7099124682,72456.97099124682,30
9180,10.0,725079.5612871551,72507.95612871552,30
2896,10.0,725285.5277365318,72528.55277365318,30
6997,10.0,725344.6164720088,72534.46164720088,30
2631,10.0,725461.1056933774,72546.11056933775,30
10074,10.0,725916.9330813426,72591.69330813427,30
7059,10.0,726060.4342960721,72606.04342960722,30
2790,10.0,726131.3407786447,72613.13407786447,30
8404,10.0,726131.3407786447,72613.13407786447,30
4861,10.0,726585.4799170244,72658.54799170243,30
21957,10.0,726710.4103863185,72671.04103863185,30
11494,10.0,726870.7940968989,72687.07940968989,30
5647,10.0,726946.7653282261,72694.67653282262,30
5591,10.0,727237.1442568557,72723.71442568557,30
16931,10.0,727365.4512253202,72736.54512253203,30
2586,10.0,727524.1466863155,72752.41466863155,30
23259,10.0,727875.3026000072,72787.53026000071,30
3444,10.0,727883.7438479323,72788.37438479323,30
3265,10.0,728172.4345269767,72817.24345269767,30
17876,10.0,728187.6287732421,72818.76287732422,30
2818,10.0,728535.4081877636,72853.54081877637,30
11718,10.0,728599.5616719959,72859.95616719959,30
17230,10.0,728628.2619149418,72862.82619149418,30
3344,10.0,728869.6816056048,72886.96816056049,30
9507,10.0,728954.0940848575,72895.40940848575,30
3965,10.0,728972.6648302929,72897.26648302929,30
21171,10.0,729146.5545375538,72914.65545375539,30
7777,10.0,729165.1252829893,72916.51252829893,30
4071,10.0,729278.238005188,72927.8238005188,30
3347,10.0,729301.8734993789,72930.1873499379,30
2565,10.0,729362.6504844408,72936.26504844408,30
2545,10.0,729418.3627207477,72941.83627207477,30
2438,10.0,729533.1636925314,72953.31636925314,30
3379,10.0,729546.669689212,72954.6669689212,30
16609,10.0,729931.5905946045,72993.15905946045,30
12135,10.0,730039.6385680481,73003.96385680481,30
19980,10.0,730279.370009126,73027.9370009126,30
6629,10.0,730319.8879991674,73031.98879991674,30
3016,10.0,730389.1062321545,73038.91062321546,30
2403,10.0,730942.8520960527,73094.28520960528,30
8566,10.0,730964.7993406585,73096.47993406585,30
2554,10.0,731415.5619798686,73141.55619798687,30
2401,10.0,731508.4157070463,73150.84157070464,30
4381,10.0,731721.1351547632,73172.11351547633,30
2563,10.0,731765.029643975,73176.5029643975,30
6572,10.0,731998.0080867124,73199.80080867125,30
3005,10.0,732099.3030618159,73209.93030618159,30
2761,10.0,732237.7395277903,73223.77395277904,30
14482,10.0,732266.4397707365,73226.64397707365,30
2788,10.0,732938.3631055885,73293.83631055885,30
3642,10.0,733254.0657779936,73325.40657779937,30
3046,10.0,733497.1737182419,73349.71737182418,30
18732,10.0,733694.6989196932,73369.46989196933,30
2971,10.0,734084.684573841,73408.46845738411,30
3031,10.0,734376.7517520556,73437.67517520556,30
2525,10.0,734505.0587205198,73450.50587205197,30
2922,10.0,734658.6894327601,73465.86894327601,30
3061,10.0,735340.7422651224,73534.07422651224,30
17605,10.0,735340.7422651224,73534.07422651224,30
3131,10.0,735572.032458275,73557.2032458275,30
16754,10.0,735675.0156829633,73567.50156829633,30
